,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
0,%-_iPHONE /Samsung BUYER!X/Xs'',0,2019-11-23 16:29,True,excellent,7025961042,False,5.919368741228188
1,%-_iPHONE /Samsung BUYER!X/Xs'',0,2019-11-23 16:08,True,new,7025961045,False,5.919368741228188
2,Slighlty cracked Glass Protector / negotiable,0,2019-11-23 14:46,True,Unknown,7010978555,False,16.093159241408223
3,Original iPhone chargers,10,2019-11-23 13:58,True,new,7025933907,False,18.544331350715467
4,iPhone X 256GB,525,2019-11-23 13:36,True,Unknown,7025869113,True,10.246047191510852
5,Slighlty cracked Glass Protector / negotiable,0,2019-11-23 13:09,True,Unknown,7010978542,False,16.093159241408223
6,Cellphone battery pack for iPhone X or Iphone XS,30,2019-11-23 13:07,True,like new,7017024626,False,18.544331350715467
7,Iphone X 64gb- Excellent Condition! Complete,480,2019-11-23 12:52,True,Unknown,7025892692,False,16.19670783214613
8,Slighlty cracked Glass Protector / negotiable,0,2019-11-23 12:37,True,Unknown,7010978540,False,16.093159241408223
9,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,0,2019-11-23 12:06,True,Unknown,7014643883,False,10.524414242987824
10,===iPHONE 10 (X)===EXCELLENT COND=== 64GB===TMOBILE===14 months old===,550,2019-11-23 11:27,True,Unknown,7022245259,True,15.93832609823096
11,Iphone X Att - Black 256 GB - Gently Used,500,2019-11-23 09:45,True,good,7025743855,False,12.026527656315686
12,Need CAsh BUy BUyer iphone x max xs xr 11 pro max,0,2019-11-23 08:59,True,excellent,7025670263,False,16.87822244149898
13,Apple - iPhone X 256GB - Silver (NEW),700,2019-11-22 22:36,True,Unknown,7014245641,False,12.12631917530565
14,"iPhone X 256GB , UnLocked",580,2019-11-22 22:31,True,excellent,7011042103,False,2.22786771072064
15,iPhone X 256 GB UNLOCKED,525,2019-11-22 20:03,True,like new,7025454464,True,8.38149755343288
16,AT&T iPhone X,300,2019-11-22 19:02,True,Unknown,7021001869,False,21.942059386855483
17,iPhone X 64gb,475,2019-11-22 17:14,True,Unknown,7025415664,False,5.585629338335542
18,LIFEPROOF FRE IPHONE X CASE BRAND NEW!!,60,2019-11-22 15:30,True,new,7023537820,False,12.026527656315686
19,iPhone X - Sprint,375,2019-11-22 13:25,True,Unknown,7025272880,False,18.544331350715467
20,Unlocked iPhone X 64GB Silver,500,2019-11-22 13:13,True,Unknown,7017903552,False,2.016486725889705
21,"X-buy Iphone 11 MAX,PLUS wants@ MACBO_OK*& XS 512GB MA@X.<:",0,2019-11-22 12:54,True,good,7025177821,False,16.87822244149898
22,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 12:29,True,Unknown,7022029118,False,9.333879685355683
23,New iPhone X 256 GB,600,2019-11-22 12:05,True,new,7025210512,False,12.12631917530565
24,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 12:02,True,Unknown,7022029098,False,9.333879685355683
25,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,15,2019-11-22 11:18,True,new,7020795575,False,11.36474645482835
26,iPhone X 64GB AT&T,400,2019-11-22 10:47,True,excellent,7025146552,False,20.91020898145237
27,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",0,2019-11-22 09:26,True,Unknown,7010815052,False,16.19670783214613
28,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 09:15,True,Unknown,7022704626,False,10.658264005575704
29,"Buy@昼We--M@@ackbo-ok As=@=X,8~iPhone(離BU",0,2019-11-22 09:08,True,Unknown,7010814936,False,16.19670783214613
30,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 09:07,True,Unknown,7022704595,False,10.658264005575704
31,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 08:54,True,Unknown,7022690833,False,10.658264005575704
