,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
15,784571252,Samsung Galaxy s8 T-Mobile + Unlocked,270.0,Used (normal wear),"Samsung Galaxy S8 smartphone in great condition. Originally from T-Mobile but it has been unlocked for GSM global carriers (AT&T, Telcel, etc.).Great condition, almost like new. Only phone included. Factory reset.Open to offers but No lowballers.Tags: cell, cellphone, phone, S-8, S 8, tmobile, ATT, MovistarCondition: Great,  almost Like new",4,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,4 days 
16,784401309,Samsung galaxy S8 plus...desbloqueado para cualquier compañia...yo lo tenia con cricket..en exelentes condiciones..,320.0,Used (normal wear),No esta quebrado ni rayado,4,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,4 days 
17,784154202,Samsung Galaxy s8,300.0,Used (normal wear),Selling for $300 obo does have some cracks on front and back. Easy fix up for no more then $30-50. ,1,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,4 days 
18,784132550,Samsung Galaxy s8+ factory unlocked,300.0,Used (normal wear),Samsung Galaxy s8+ factory unlocked Verizon T-Mobile AT&T Metro Cricket Sprint Boost $300,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Marcos, CA",San Marcos, CA,4 days 
19,782610489,Samsung galaxy s8,250.0,Used (normal wear),Vendo galaxy S8 ,3,Local pickup (25 miles away),No shipping INFO!,25.0,,,"Vista, CA",Vista, CA,1 week 
20,786509113,Samsung Galaxy S8 plus,300.0,Used (normal wear),In near perfect condition GS8+ 64GbComes with original box and accessoriesTmobile version,3,Local pickup (19 miles away),No shipping INFO!,19.0,,,"El Cajon, CA",El Cajon, CA,8 hours 
21,786357688,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,295.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,12 hours 
22,786030491,Samsung Galaxy S8,100.0,Used (normal wear),Samsung Galaxy S8 64GBScreen Cracked Unlocked ,6,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
23,785843750,"Samsung Galaxy A20, metro pcs, case and tempered glass screen included, nuevo accesorios originales",169.0,New (never used),"Samsung Galaxy A20Metro pcsNewNuevo$169Ignore s7, s8,s9,S10,pixel,I phone,A20, LG, Motorola, Android, j7, Coolpad",6,Local pickup (17 miles away),Ships for $10.99,17.0,,10.99,"Lemon Grove, CA",Lemon Grove, CA,1 day 
24,785333609,Samsung galaxy S8 unlocked,249.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",12,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,2 days 
25,784413488,SAMSUNG GALAXY S8+ PLUS T-Mobile Metro pcs,320.0,Used (normal wear),SAMSUNG GALAXY S8+ PLUS T-Mobile Metro pcs,4,Local pickup (4 miles away),No shipping INFO!,4.0,,,"San Diego, CA",San Diego, CA,4 days 
26,784150992,Samsung Galaxy s8,350.0,Used (normal wear),Selling my s8 for $350 lowest would be $300 if picked up today. It has some cracks on the back and the front. Easy fix up for $30-$50 dollars. Taking $350 obo,1,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,4 days 
27,783956369,Samsung Galaxy S9 plus Any carrier,370.0,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierGreat conditionTrusted Seller,9,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Diego, CA",San Diego, CA,5 days 
28,783818502,Samsung galaxy S8 unlocked - excellent condition,249.0,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",11,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,5 days 
29,782945265,"SAMSUNG GALAXY S8 plus,dark blue",310.0,Used (normal wear),For sale barely used Samsung galaxy s8 plus. Dark blue for AT& T. Excellent condition. 64 gb.,2,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,6 days 
30,782463895,Samsung Galaxy S8 Active 64Gb Factory Unlocked,240.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",4,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
31,786599300,Samsung Galaxy S8 Unlocked,225.0,Used (normal wear),Hello I have a Samsung Galaxy S8 64gigs Fully Unlocked for any Service for sale only $225 it has a very thin hair like crack on screen which is unnoticeable when the phone is on or off and it come with a Brand new protective case and charger ,3,No delivery INFO!,"Ships from The Bronx, NY for $3.29",,"The Bronx, NY",3.29,"The Bronx, NY",The Bronx, NY,6 hours 
32,786357784,Samsung Galaxy s8+ Paid off and unlocked,200.0,Used (normal wear),"Some minor blemishes on the screen but still super bright and looks good overall.  The crack on the back looks worst in the photo, you cant feel it with your finger nail. Will include a case to cover it.    I upgraded to a s10 and honestly don't feel much of a difference, this phone is still blazing fast with a great camera.  $200 firm, not going any lower. ",7,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Chula Vista, CA",Chula Vista, CA,12 hours 
33,786126801,Samsung galaxy s8 carrier unlocked (native t-mobile),200.0,Used (normal wear),"No cracks.  Some minor surface scratches on the screen but nothing you notice while the screen is on, you can scroll through the pics to see. This is a native T mobile phone  but it has been unlocked by the carrier. Spigen clear case and charger included.",6,Local pickup (36 miles away),No shipping INFO!,36.0,,,"Fallbrook, CA",Fallbrook, CA,1 day 
34,785850204,Cellphone,385.0,New (never used),Samsung Galaxy s8 plus,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 day 
35,785839771,"Samsung Galaxy A10 metro pcs, New all original accessories, nuevo accesorios originales",129.0,New (never used),"Samsung Galaxy A1032gb metro pcsBrand new all original accessoriesNuevo accesorios originales$129Ignore s7, s8,s9,S10,pixel,I phone,A20, LG, Motorola, Android, j7, Coolpad",8,Local pickup (17 miles away),Ships for $7.49,17.0,,7.49,"San Diego, CA",San Diego, CA,1 day 
36,785347968,Samsung Galaxy s8 Active,250.0,Open box (never used),"Factory Reset Galaxy s8 ActiveT MobileComes with: Screen Protector, Case, Phone Charger",6,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
37,785276290,Samsung Galaxy S8 plus,270.0,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierTrusted sellerGreat condition,9,Local pickup (27 miles away),No shipping INFO!,27.0,,,"San Diego, CA",San Diego, CA,2 days 
38,784469364,Samsung galaxy s8+ sprint,350.0,Used (normal wear),Selling my Samsung S8+ in mint condition comes with home charger,2,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,4 days 
39,783954888,Samsung Galaxy S8 plus Any carrier 64GB,280.0,Used (normal wear),Samsung galaxy S8 plus 64GBAny carrier Great conditionTrusted Seller,6,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Diego, CA",San Diego, CA,5 days 
40,783054358,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,285.0,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our phones.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House Charger Buy with confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"National City, CA",National City, CA,6 days 
41,782758314,k,130.0,Used (normal wear),samsung galaxy s8 plus tmobile ,1,Local pickup (28 miles away),No shipping INFO!,28.0,,,"San Diego, CA",San Diego, CA,1 week 
42,782268562,Phone Samsung galaxy s8 blue tmobile,200.0,Used (normal wear),Samsung galaxy s8 paid off with minor wears and tears asking 200 but willing to negotiate ,2,Local pickup (26 miles away),No shipping INFO!,26.0,,,"Oceanside, CA",Oceanside, CA,1 week 
43,781958807,Samsung Galaxy S8 plus,180.0,Used (normal wear),Selling my Samsung Galaxy S8 plus its for T-Mobile but I used it for metro for about 2 months till i broke the screen everything works fine on it comes with a wireless charger as well. Looking to get $180 or make an offer ,4,Local pickup (18 miles away),No shipping INFO!,18.0,,,"San Diego, CA",San Diego, CA,1 week 
44,781517498,Samsung Galaxy S8 Plus,300.0,Reconditioned/Certified,"SAMSUNG GALAXY S8+ G955U 64GB FACTORY UNLOCKED ANDROID SMARTPHONE - BLACK -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-⭐-FREE SHIPPING-⭐⭐-15 DAY MONEY BACK GUARANTEE-⭐⭐-PICK-UPS ARE NOT PERMITTED-⭐ _____________________________________________________ PRODUCT DESCRIPTION _____________________________________________________ This Galaxy S8 Plus is in manufacturer refurbished condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Galaxy S8 Plus is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice. _____________________________________________________ PACKAGE CONTENTS: - Galaxy S8 Plus - Lightning USB-C Cable - UL Approved Power Adapter",5,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
45,779576046,"Samsung Galaxy S8 Plus 64GB like new, all original, not refurbished, no problems - Factory unlocked, works with any company - Warranty -",320.0,Used (normal wear),"Hello there :) you are buying from a serious seller, my phones are 100% original, they are not refurbished, recontructed or have any problems, from screen to battery everything is optimal.All are cellphones are Factory unlocked, you can use any carrier from the United States, Mexico or any country.I am in the San Ysidro area, please send me a inbox message for more details on this, or any of my products.Thank you.Todos nuestros celulares son liberados de fábrica.Cualquier chip del mundo puede funcionar. Ofrecemos garantía, nuestros celulares no son armados. Con nosotros no tendrás problemas con la batería, pantalla (Pantalla fantasma), sonido, etc. así que tu compra es segura.Ven para que inspecciones el equipo, me encuentro en Playas de Tijuana.Lo siento no hago cambios.Para mas información mándame un mensaje inbox.Muchas gracias.",1,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 week 
46,778439359,Samsung Galaxy S8+ Unlocked 64GB,300.0,Used (normal wear),For sale is a Samsung galaxy s8+ unlocked for any carrier in the US and overseas. It is a 64GB and come with Under Armour case. Price is firm and no trades,4,Local pickup (7 miles away),No shipping INFO!,7.0,,,"San Diego, CA",San Diego, CA,2 weeks 
47,775033274,Samsung Galaxy s8 active at&t,180.0,Used (normal wear),Samsung Galaxy s8 active at&t in excellent condition ,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,3 weeks 
48,772819714,Samsung Galaxy S8 Plus,300.0,Used (normal wear),Very good conditions $300.0 For ATT,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Marcos, CA",San Marcos, CA,3 weeks 
49,771261334,Samsung Galaxy s8+ Verizon LOCKED,200.0,Used (normal wear),Samsung galaxy s8+ LOCKED ,3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,4 weeks 
50,770242615,S8 Samsung galaxy (weeknd special ONLY) phone + case + charger + screen protector BUNDLE saving,325.0,Used (normal wear),"Very very Lightly used, still looks and feels brand new. 64gb internal memory, AMAZING camera features,  ready to useNo DropsNo breaks  no cracks no issues at allNoT Refurbished NOT STOLEN -has been Factory Unlocked to all carriers domestically & internationally Comes with case(otterbox) Car charger and house chargerGlass screen protector (on the phone)And 1xtra screen protector just in caseLooking to sell asap to pay some bills, have a great weeknd and be safe ",4,Local pickup (10 miles away),Ships for $7.49,10.0,,7.49,"San Diego, CA",San Diego, CA,1 month 
51,765409144,Samsung Galaxy S8 plus,400.0,Used (normal wear),"In great condition, no cracks or scratches. 64GB Samsung Galaxy S8 Plus Verizon unlocked.",2,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,1 month 
52,764207797,Samsung Galaxy s8 att unlock works for all carriers overseas too 64 gigabytes grey color fully functional in good condition price $240,240.0,Used (normal wear),No description. Ask seller for more details,7,Local pickup (24 miles away),No shipping INFO!,24.0,,,"El Cajon, CA",El Cajon, CA,1 month 
53,761654062,Samsung Galaxy S8 Active,250.0,Open box (never used),"Selling a Samsung Galaxy S8 Active. 64 gig. For T-Mobile. Perfect condition. No scratches or dents.Comes with Original box, charger, AND ALL accessories.Also comes with NEW temper glass screen protector and rubber case. Can last 30 mins under water. Very durable. Has lasted for while since bought brand new. HAVE ALL RECEIPTS!Like new; no scratches or dents. Was kept in almost perfect condition. In a case. Temper Glass screen protector. Local Meet up only; no trades. CASH ONLYShipping accepted only if payment is made through app ",3,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,1 month 
54,757482117,Samsung Galaxy Edge S8 Unlocked!!,290.0,Used (normal wear),"Unlocked Samsung S8 ready to use with any network, No scratches in Excellent conditions only used it for a few weeks!! Asking $290.00 0BO!!Vendo mi Samsung S8 libre de fábrica listo para uso. En excelentes condiciones nomas lo usé por unas semanas pido $290.00  Oh Mejor Oferta!!",4,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,1 month 
55,786379477,Samsung Galaxy S8 Unlocked & Cracked,150.0,Used (normal wear),"Weight: 155gDimensions: 148.9 x 68.1 x 8mmOS: Android 8.0Screen size: 5.8-inchResolution: 1440 x 2960CPU: Snapdragon 835/Exynos 8895RAM: 4GBStorage: 64GBBattery: 3,000mAhRear camera: 12MPFront camera: 8MP",3,No delivery INFO!,"Ships from Phoenix, AZ for $7.49",,"Phoenix, AZ",7.49,"Phoenix, AZ",Phoenix, AZ,11 hours 
56,751605073,Samsung galaxy s8+,200.0,Used (normal wear),Galaxy s8 plus in great condition for at&t very well taken care of only has small chip at the bottom but it’s not spreading ,3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Lincoln Acres, CA",Lincoln Acres, CA,2 months 
57,748302428,Samsung Galaxy s8 64GB,250.0,Used (normal wear),"Samsung Galaxy S8 , Arctic Silver Perfect condition very clean Unlocked with any sim 64 GB.",8,Local pickup (25 miles away),No shipping INFO!,25.0,,,"El Cajon, CA",El Cajon, CA,2 months 
58,747360750,Samsung Galaxy S8 Plus (Unlocked),335.0,Used (normal wear),Unlocked for All Carriers Excellent Condition Comes with Charger Clean IMEI I have two available. One for $335 and two for $660,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 months 
59,742187766,"Samsung Galaxy S8+, AT&T, works perfect, factory reset and ready to activate.",220.0,Open box (never used),"No scratches, this was an extra phone and not used. Always in case, case included. It is factory reset and ready to activate. Bring your nano size sim card and you can switch immediately.",3,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
60,739094795,Samsung galaxy s8,300.0,Used (normal wear),"Like new in good condition no cracks or scratches, Verizon carrier it is unlocked for any other carrier asking 300 or best offer. ",3,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Chula Vista, CA",Chula Vista, CA,2 months 
61,737551973,Samsung Galaxy s8,120.0,Used (normal wear),"Less then a month old, but has cracked screen. Works perfectly fine. My service was with Sprint. Asking $120 obo",3,Local pickup (22 miles away),No shipping INFO!,22.0,,,"Imperial Beach, CA",Imperial Beach, CA,2 months 
62,734302970,Samsung Galaxy S8 Plus 64GB like new - Factory Unlock - Warranty - Has ghost screen. Other than that it’s like new,310.0,Used (normal wear),No description. Ask seller for more details,8,Local pickup (19 miles away),No shipping INFO!,19.0,,,"Chula Vista, CA",Chula Vista, CA,3 months 
63,732995446,SAMSUNG GALAXY S8,250.0,Reconditioned/Certified,***MANY MORE******MANY MORE******MANY MORE******MANY MORE***,5,Local pickup (19 miles away),No shipping INFO!,19.0,,,"El Cajon, CA",El Cajon, CA,3 months 
64,731527947,Samsung Galaxy s8,400.0,New (never used),Brand new Need to sell ASAPPLS SERIOUS BUYERS ONLY ,4,Local pickup (29 miles away),Ships for $10.99,29.0,,10.99,No location INFO!,,,3 months 
65,786492142,International Samsung Galaxy S8+ 64GB,250.0,Used (normal wear),Cracked in a few spots on front but in good condition Size: 64GBColor: Midnight BlackCarrier: Currently Straighttalk but can be switched to any carrier Asking $250 ,2,No delivery INFO!,"Ships from Cleveland, OH for $3.29",,"Cleveland, OH",3.29,"Cleveland, OH",Cleveland, OH,8 hours 
66,724118080,Samsung Galaxy s8,350.0,Used (normal wear),It's in great condition  I even replaced the front screen it's freaking fast on everything apps so much space ,6,Local pickup (17 miles away),Ships for $3.29,17.0,,3.29,"National City, CA",National City, CA,3 months 
67,786231313,"Samsung Galaxy S8. Verizon factory Unlocked, like new",230.0,New (never used),Payments accepted ONLY OVER OfferUp. Don’t wast your time No cash no PayPal. It will be shipped to you next business day for only $3 nationwide. Thank you in advance. ,2,No delivery INFO!,"Ships from Dearborn, MI for $3.29",,"Dearborn, MI",3.29,"Dearborn, MI",Dearborn, MI,22 hours 
68,719634160,Samsung Galaxy S8 ACTIVE FACTORY UNLOCKED BAD ESN sirve con TELCEL y Movistar,400.0,Used (normal wear),"Selling my s8 active 64gb unlocked phone. Comes with case and charger. Bad esn, cannot be used in the usa.  Sirve con telcel y movistar.",3,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,4 months 
69,713307247,SAMSUNG GALAXY S8,225.0,Used (normal wear),*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,4 months 
71,678987594,SAMSUNG GALAXY S8,300.0,Used (normal wear),****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,8,Local pickup (19 miles away),No shipping INFO!,19.0,,,"El Cajon, CA",El Cajon, CA,4 months 
72,681396219,SAMSUNG GALAXY S8,275.0,Used (normal wear),****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,8,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,4 months 
73,691012526,SAMSUNG GALAXY S8,290.0,Used (normal wear),"   ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",8,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,4 months 
74,698453786,SAMSUNG GALAXY S8+,250.0,Used (normal wear),*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,4 months 
75,701314182,SAMSUNG GALAXY S8+,225.0,Reconditioned/Certified,*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,4 months 
76,704605955,SAMSUNG GALAXY S8,300.0,Reconditioned/Certified,***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"El Cajon, CA",El Cajon, CA,4 months 
77,701731919,Samsung Galaxy S8,199.0,Used (normal wear),"Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",1,Local pickup (14 miles away),No shipping INFO!,14.0,,,"San Diego, CA",San Diego, CA,5 months 
78,698222109,S8 Samsung galaxy,150.0,Used (normal wear),Works perfect is just cracked a little bit,4,Local pickup (5 miles away),Ships for $3.29,5.0,,3.29,"San Diego, CA",San Diego, CA,5 months 
79,692931188,Samsung Galaxy s8 plus t mobile,260.0,Used (normal wear),"It's good work perfect have crack in the back cover it's easy to buy change that by your self 10$ the back glass covera no have any  crack in the screen  text me or c al 61,9four389zero one4",5,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,5 months 
80,786240031,Samsung Galaxy s8 unlocked,260.0,Used (normal wear),Unlocked for all carriers international and in US SIM card slot has a space to add more storage with a memory sd card and SIM card slot. ,6,No delivery INFO!,"Ships from Citrus Heights, CA for $7.49",,"Citrus Heights, CA",7.49,"Citrus Heights, CA",Citrus Heights, CA,21 hours 
81,680924881,Samsung galaxy s8 T-Mobile,290.0,Used (normal wear),Very good condition!!,1,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Spring Valley, CA",Spring Valley, CA,6 months 
