,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
58,786173213,Samsung Galaxy S8+ Plus Unlocked for any GSM carrier,275,Open box (never used),"SAMSUNG GALAXY S8+ PLUS BLACK EDITION.64GB MEMORY, 4GB RAMALMOST LIKE NEW.FREE DELIVERY. CREDIT CARD ACCEPTED.FREE SHIPPING ANYWHERE IN THE US.",10,No delivery INFO!,"Ships from Miami, FL for $3.29",,"Miami, FL",3.29,"Miami, FL",Miami, FL,2 hours 
59,746747910,Samsung galaxy s8 64GB,250,Used (normal wear),"Samsung Galaxy S8 , Arctic Silver Perfect condition very clean Unlocked with any sim 64 GB.",8,Local pickup (22 miles away),No shipping INFO!,22.0,,,"El Cajon, CA",El Cajon, CA,2 months 
60,740885839,Samsung Galaxy S8 Edge (64 GB),280,Used (normal wear),Screen has a line through it. Still works ,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,2 months 
61,739038138,samsung galaxy s8 plus está liberado,285,Used (normal wear),No description. Ask seller for more details,5,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,2 months 
62,735065288,Samsung galaxy s8,290,Used (normal wear),No description. Ask seller for more details,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"Vista, CA",Vista, CA,3 months 
63,733128552,Samsung Galaxy s8,100,For Parts,"Crack from back and front . Working well , cell phone that I'm using for.daily use , want to get a new one",2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"San Diego, CA",San Diego, CA,3 months 
64,732180575,Samsung galaxy s8 plus unlocked,260,Used (normal wear),Samsung galaxy s8 plus Unlocked for any companyJust like it's in the pictureFirm Price $260,7,Local pickup (8 miles away),No shipping INFO!,8.0,,,"San Diego, CA",San Diego, CA,3 months 
65,730499324,☎️SAMSUNG GALAXY S8 ACTIVE,370,Used (normal wear),GALAXY S8 ACTIVE AT&T UNLOCKED PARA TODAS LAS COMPAÑIAS 64G DE MEMORIA INTERNACOLOR DORADOMUY BUENAS CONDICIONESCON GARANTIA------------------------------------------------------------OFRESEMOS MAS SERVICIOSLIBERAMOS TODO TIPO DE CELULAR Y CUAQUIER COMPAÑIAQUITAMOS CUENTAS GOOGLE/SAMSUNG Y UNOS ICLOUDS QUITAMOS REPORTES COMO FALTA DE PAGO ROBADO O PERDIDO O FINANCIADO EN CELULARESREPARAMOS IPHONES CON LAS MEJORES PARTES TRABAJO GARANTISADO,2,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,3 months 
66,726328520,Samsung Galaxy S8 for sale,175,Used (normal wear),Text make offer has a cracked screen works fine 64g ,3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,3 months 
67,724912669,Samsung galaxy s8 +,450,Reconditioned/Certified,Lightly used ,5,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,3 months 
68,719638070,T- mobile Samsung galaxy s8 active (not working got water damage),120,For Parts,Phone don’t work. Somehow it got water damage even though it’s water proof🥴. Water 💦 proof my 🍑,3,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Bonita, CA",Bonita, CA,4 months 
69,718468972,Samsung Galaxy S8+,300,Used (normal wear),Used for 3 month Verizon unlocked,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,4 months 
70,706824572,SAMSUNG GALAXY S8,250,Reconditioned/Certified,***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,4,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
71,676482315,"SAMSUNG GALAXY S8 ""ORCHID GRAY""",300,Used (normal wear),***PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION***,8,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
72,681164381,SAMSUNG GALAXY S8,285,Used (normal wear),****SEE MY PAGE********SEE MY PAGE********SEE MY PAGE****,8,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
73,686926854,SAMSUNG GALAXY S8,295,Reconditioned/Certified,"    ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",7,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
74,698148194,SAMSUNG GALAXY S8,275,Used (normal wear),"   ***FOR PRICES PLEASE CLICK ON ""MR. ROBOTO"" TO SEE MY SELECTION OF.          PHONES***                      ****SEE MY PAGE****                      ****SEE MY PAGE****                      ****SEE MY PAGE*******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION******PLEASE SEE PICS FOR DISCRIPTION*",7,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
75,699838438,SAMSUNG GALAXY S8+,250,Used (normal wear),*************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE**************************SEE MY PAGE*************,6,Local pickup (16 miles away),No shipping INFO!,16.0,,,"El Cajon, CA",El Cajon, CA,4 months 
76,702806695,SAMSUNG GALAXY S8+,225,Used (normal wear),***************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE**********************************SEE MY PAGE*******************,6,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 months 
77,702813827,Samsung Galaxy S8,300,Used (normal wear),No description. Ask seller for more details,1,Local pickup (3 miles away),No shipping INFO!,3.0,,,"San Diego, CA",San Diego, CA,4 months 
78,698785654,Samsung Galaxy S8,295,Used (normal wear),"Phone is in excellent condition!SM-G950UScreen size: 5.8 inBattery life: 20 hours talk timeFeature: 4G LTE, Quad‑band, Dual SIMWeight: 5.47 ozGB: 64",2,Local pickup (12 miles away),Ships for $3.29,12.0,,3.29,"San Diego, CA",San Diego, CA,5 months 
79,692931188,Samsung Galaxy s8 plus t mobile,260,Used (normal wear),"It's good work perfect have crack in the back cover it's easy to buy change that by your self 10$ the back glass covera no have any  crack in the screen  text me or c al 61,9four389zero one4",5,Local pickup (4 miles away),No shipping INFO!,4.0,,,"San Diego, CA",San Diego, CA,5 months 
80,686837706,Mint Cindition Samsung Galaxy S8,400,New (never used),Brand new out of box galaxy s8,1,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,5 months 
82,676821551,Galaxy s8 64 GB,330,Used (normal wear),Selling unlocked Samsung Galaxy s8 64 GB Black in really good condition with clean IMEI that can be used with any carrier in the US or anywhere else in the world. cricket at&t T-Mobile metro pcs verizonWill Only meet in person No trades Cash only Hablo español,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Escondido, CA",Escondido, CA,6 months 
83,786211210,Galaxy S8 64gb (NOT A PLUS) VERIZON Unlocked Excellent Black Tmobile Att Sprint MetroPcs Cricket Boost Ultra/Simple Mexico Central America Europe Asia,232.97,Used (normal wear),**PRICE FIRM OFFERS FOR LESS WILL BE REPORTED/BLOCKED**       **SHIPPING ONLY** **YOU PAY THRU OFFERUP ONLY ONLY ONLY ONLY ONLY NO EXCEPTIONS**SAMSUNG GALAXY S8 64GB UNLOCKED BLACK EXCELLENT CONDITION COMES WITH USB CABLE (NO BOX NO OTHER ACCESSORIES) ,1,No delivery INFO!,"Ships from Schererville, IN for $3.29",,"Schererville, IN",3.29,"Schererville, IN",Schererville, IN,49 minutes 
84,662860437,Samsung galaxy S8,250,New (never used),Galaxy S8 en 250 solo esta quebrada la pantalla de enfrente de una esquina no afecta en nada es sprint ,5,Local pickup (24 miles away),No shipping INFO!,24.0,,,No location INFO!,,,7 months 
85,657641673,Samsung Galaxy s8 plus,240,Used (normal wear),"Selling my Galaxy s8 plus there's a crack on the very bottom left it doesn't effect the phone at all and don't really notice it when using the phone. The back has a few cracks but those can be fixed cheap like 40-50. It's fully paid off for TMobile and metro but can be unlocked for all will throw in charger,case and pop socket. Need cash asap so I will not be shipping.240OBO shoot me a offer or if u have any more questions just messaged ",4,Local pickup (16 miles away),Ships for $7.49,16.0,,7.49,"El Cajon, CA",El Cajon, CA,7 months 
86,652067170,Samsung galaxy s8,300,Used (normal wear),"Cellphone in great conditions, unlocked, not even 2 years of use.It has a tiny crack on lower corner, but everything functions perfectly. It comes with box and accessories (sealed and  unused headphones)",3,Local pickup (24 miles away),Ships for $7.49,24.0,,7.49,"San Diego, CA",San Diego, CA,8 months 
87,646971390,Samsung galaxy s8. (AT&T) with otter box case,200,Used (normal wear),Color : Midnight black ,2,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,8 months 
88,640919168,Samsung Galaxy S8 plus,350,Used (normal wear),64 gb Samsung Galaxy S8 Plus unlocked it's clean  comes with fast charger ,3,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,8 months 
89,637572557,Samsung Galaxy S8,300,Used (normal wear),Selling Samsung galaxy s8 for $250 or best offerHas a crack on the bottom the screen but works great!The phone is Unlocked ,8,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Escondido, CA",Escondido, CA,8 months 
90,635097748,Samsung Galaxy S8,300,Used (normal wear),"Samsung Galaxy S8 (T-Mobile)64GB Orchid GreySlightly cracked front screen (see photos)Scratch free back, original backing sticker still intactOtherwise, touch screen and hardware works just fineCan sell with original box containing original contents still unopened and unused - AKG earbuds, charger, adapters (see photos)Can sell with optional cases, black Spigen (used) or clear TPU (unopened)",5,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Chula Vista, CA",Chula Vista, CA,9 months 
91,630428102,Samsung Galaxy s8 and VR Gear fully loaded and unlocked,430,Used (normal wear),"I'm reluctantly selling this great phone and Virtual reality head set. I upgraded my phone a few months ago but didn't want to let go of the great VR system it has. Phone is is great condition with no scratches and still has a screen protector on it. 64 GB hard drive and expandable memory slot for another terabyte if you wanted. T mobile was the carrier so it can be used on any network beside Sprint I think. (4G LTE.)Phone has fast charge 2 tech (twice the speed of a new Apple) and I have cables and cords for it. 0-80% in about 25 minPhone is water proof for 10m for 30 mins and it works. Battery is only 9 months old. T mobile shipped this to me after my other one was stolen. VR Gear Head set and remote is like new. I would take $100 off the price of you didn't want it.  Works super awesome and is why I held off on selling this phone for a while. Has a bunch of games loaded that I could let you keep. Can take pictures of a place and use the head set to let someone be standing where you were when the picture was taken. Watch Netflix (or any other video) in bed with a huge screen in front of where ever you want to rest your head.  Fantastic for long flights, though your neighbor might give you a dirty look. I say might because you won't even know they are there when you have it on. Compatible with just about every or virtual reality ready video or game. ",2,Local pickup (6 miles away),Ships for $7.49,6.0,,7.49,"San Diego, CA",San Diego, CA,9 months 
92,623955582,Unlocked Samsung galaxy s8,290,Reconditioned/Certified,Unlocked for all carriers 64 gb of expandable storage 290 obo,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,9 months 
93,621474699,Samsung Galaxy s8+ att unlocked 64gb,450,Used (normal wear),Samsung Galaxy s8+ 64gb unlocked carrier is att back glass has a crack not an issue. O.B.O.,5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Escondido, CA",Escondido, CA,9 months 
94,616313497,Samsung Galaxy S8+ Plus - Black - With Case,300,Used (normal wear),OBO - Need to sell today!Great Condition - Has a small area of dark pixels on screen (see photos)Works perfectly. Comes with FLEX case. Uses USB-C to charge. *Not Included* Works with Verizon & Sprint,5,Local pickup (8 miles away),No shipping INFO!,8.0,,,"Newport Beach, CA",Newport Beach, CA,10 months 
95,609155674,Samsung galaxy s8 silver,309,Used (normal wear),Silver galaxy s8 AT&T 64gb with expandable memory $309 obo,2,Local pickup (5 miles away),No shipping INFO!,5.0,,,"San Diego, CA",San Diego, CA,10 months 
96,607597900,Samsung galaxy s8 CLONE!,200,New (never used),"This is a CLONE of the  s8. I bought it from an untrustworthy seller, looking to get some lost money back. Phone is functional. $200 obo feel free to ask questions. ",3,Local pickup (28 miles away),No shipping INFO!,28.0,,,"Oceanside, CA",Oceanside, CA,10 months 
97,602400614,Samsung Galaxy S8+ 64gb,230,Used (normal wear),Selling my Samsung S8+Owned less than a yearManufacture Unlocked Small crack on back top right corner Screen is in great shapeComes with box and all accessories plus case hard case. It's unlocked for any carrier,4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,11 months 
98,600971751,Unlocked Samsung Galaxy S8+ black. Brand new,400,New (never used),"$400 obo pick up only Will include a wireless charging base, and a silicone protector case.Play UHD video on the device’s dynamic super AMOLED screen and enjoy its cool-touch back panel, which comes clad in a protective layer of corning gorilla glass 5. Built around a speedy qualcomm snapdragon 835 processor. This phone runs memory-hungry apps and makes multitasking easy.Release Date: April 2017Screen size: 6.2 inBattery life: 24 hours talk timeWeight: 6.1 ozOperating system: AndroidFeature: 4G LTE, Water Resistant, Wireless Charging",2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Oceanside, CA",Oceanside, CA,11 months 
99,582686119,Samsung Galaxy s8 T mobile device unlock for any sim cart,460,Used (normal wear),No description. Ask seller for more details,1,Local pickup (17 miles away),No shipping INFO!,17.0,,,"El Cajon, CA",El Cajon, CA,1 year 
100,577336162,Samsung Galaxy S8,265,Used (normal wear),Used Samsung Galaxy S8+ Carrier Unlocked for any service provider . Works in any countries with GSM capabilities including MEXICO.,5,Local pickup (9 miles away),No shipping INFO!,9.0,,,"Carrollton, TX",Carrollton, TX,1 year 
101,571576864,Samsung galaxy s8,350,Used (normal wear),Se vende Samsung galaxy s8 en buenas condiciones ,1,Local pickup (13 miles away),Ships for $3.29,13.0,,3.29,"San Diego, CA",San Diego, CA,1 year 
102,566664895,Samsung Galaxy S8 (sprint),160,Used (normal wear),Brand new sprint s8 still in the box. No scratches or scuffs. Used only for a couple weeks before I switched carriers. Comes with charger. No headphones. Just needs to be unlocked ,3,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 year 
104,555233111,Samsung Galaxy S8,600,Reconditioned/Certified,"Upgrading to an iPhone,  I just got this phone in July. I've had it in a case and it's never been dropped.",3,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 year 
105,547903007,NEW Samsung Galaxy S8,450,Open box (never used),Brand New Samsung Galaxy S8Just received a new Galaxy S8 from a Samsung warranty replacement. Screen protectors still on.Perfect condition.I'm switching to iPhone so I am selling my Galaxy. Will consider trade for iPhone in good condition.Current carrier: AT&TCharger included with 6ft charging cable ,5,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 year 
106,541753064,Samsung galaxy s8 edge cricket + bundle,215,Reconditioned/Certified,Best offerBundle 300,2,Local pickup (14 miles away),No shipping INFO!,14.0,,,"La Mesa, CA",La Mesa, CA,1 year 
107,535676049,Samsung Galaxy S8+ 64G Verizon,550,Used (normal wear),Great conditions ,5,Local pickup (28 miles away),No shipping INFO!,28.0,,,"San Diego, CA",San Diego, CA,1 year 
108,531357024,Samsung Galaxy s8,600,Used (normal wear),Want to trade for an I Phone 8!! In perfect condition!! ,5,Local pickup (14 miles away),No shipping INFO!,14.0,,,"El Cajon, CA",El Cajon, CA,1 year 
109,527414613,Samsung Galaxy s8 +,520,Used (normal wear),Verizon Samsung Galaxy s 8 + but unlocked for any carrier sorry for the finger prints is  in mint condition comes with otter box protector and in the box  I had it for almost 2 months I'm asking 540 if interested let me know,4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"National City, CA",National City, CA,1 year 
110,516993186,Toshiba laptop window 10,255,Used (normal wear),Like new toshiba windows 10 laptop model c55 B242x very nice color black everything  is great. Im open for trade I do prefer samsung galaxy s8 or Iphone 7+$300 OBO,4,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 year 
111,491154921,Samsung galaxy S8 plus 64gb unlocked,350,Used (normal wear),It has a slight crack across the screen that doesn't really show and you can't even feel it ,4,Local pickup (21 miles away),No shipping INFO!,21.0,,,"Jamul, CA",Jamul, CA,1 year 
112,455038281,Samsung Galaxy s8 plus,550,Used (normal wear),Samsung Galaxy s8 plus ATNT Divise ,2,Local pickup (20 miles away),No shipping INFO!,20.0,,,"El Cajon, CA",El Cajon, CA,1 year 
113,408261160,Samsung Galaxy S8 with OtterBox,725,New (never used),Brand new Galaxy Samsung 8 in a box will take external SD card complete OtterBox included,1,Local pickup (20 miles away),No shipping INFO!,20.0,,,"San Diego, CA",San Diego, CA,1 year 
114,403614381,Samsung galaxy S8 plus,400,Used (normal wear),Sprint ,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 year 
115,384818154,samsung galaxy s8 64gig brand new For verizon,510,Open box (never used),selling a samsung galaxy s8 in box never opened or used 64gigcarrier: Verizon,3,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 year 
116,368098415,Samsung Galaxy S8 Plus Unlocked,330,Used (normal wear),Samsung Galaxy S8 Plus 64 Unlocked2 small cracks in each corner and hair line in$330Original company we spring but u can use it with any company.,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 years 
117,367532162,Samsung Galaxy S8 Plus 64GB Unlocked,380,Used (normal wear),Samsung Galaxy S8 Plus Unlocked 64Gb2 small cracks in each corner All sales are final you can test it before u buy it.,5,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,2 years 
118,364572459,Samsung Galaxy s8 plus for metro pcs,530,Used (normal wear),10 de 10...working good...,1,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,2 years 
121,785395516,Samsung S8,225,Used (normal wear),"Samsung Galaxy S8Phone can be used on any carrier since it was for Verizon and then paid off to be unlocked.No Scratches or dentsPhone is in GREAT WORKING CONDITION. Tested out everything (camera, speakerphone, etc..)$225",3,No delivery INFO!,"Ships from Houston, TX for $3.29",,"Houston, TX",3.29,"Houston, TX",Houston, TX,1 day 
122,785223262,Samsung Galaxy S8 unlocked 64GB,250,Used (normal wear),"Excellent condition . Selling due to an upgrade. Case included ., charger optional. Won’t last long . Serious inquires ONLY! ",6,No delivery INFO!,"Ships from Queens, NY for $3.29",,"Queens, NY",3.29,"Queens, NY",Queens, NY,1 day 
123,784831441,Samsung Galaxy S8,300,Used (normal wear),"Only used it for a year, you'll notice 1-2 mild scratches on the screen but besides that it's in perfect condition. Full retail price was $800. (also comes with a case & fast charging 5 ft. charger) ",4,No delivery INFO!,"Ships from Fort McDowell, AZ for $3.29",,"Fort McDowell, AZ",3.29,"Fort McDowell, AZ",Fort McDowell, AZ,2 days 
124,784460439,Att sim unlocked samsung galaxy s8 plus 64gb,300,Used (normal wear),From att factory unlocked for att tmobile metro pcs simple straight talk mint lyca ultra net10 cricket h20 aio or for international use so bring your sim card to try it before you buy it ,2,No delivery INFO!,"Ships from San Jose, CA for $3.29",,"San Jose, CA",3.29,"San Jose, CA",San Jose, CA,3 days 
125,783977255,Samsung Galaxy S8 (sprint),200,Reconditioned/Certified,64gb Galaxy S8. Carrier is sprint.....phone is in awesome condition and works perfectly.,5,No delivery INFO!,"Ships from Raleigh, NC for $7.49",,"Raleigh, NC",7.49,"Raleigh, NC",Raleigh, NC,4 days 
126,783526655,Samsung Galaxy S8+ Plus GSM Unlocked (Trade IPhone 8 +),325,Open box (never used),  Samsung Galaxy S8+ Plus GSM Unlocked (Trade IPhone 8 +) What's inside the box?Your Midnight Black Samsung Galaxy S8 PlusAll retail manuals and device information bookletsAll Brand New Samsung OEM Accessories. Which Include:Fast Charge Wall BlockType-C Charging CableAKG Headphones (with extra ear bud tips),4,No delivery INFO!,"Ships from Miami, FL for $10.99",,"Miami, FL",10.99,"Miami, FL",Miami, FL,4 days 
127,783247234,Gear s 3 and Samsung galaxy s8+,300,Used (normal wear),Vendo mi samsung y mi gear s3 porque me cambie iPhone los dos funcionana muy bien,2,No delivery INFO!,"Ships from Combine, TX for $7.49",,"Combine, TX",7.49,"Combine, TX",Combine, TX,5 days 
128,782989152,Samsung galaxy s8,250,Reconditioned/Certified,"In brand new condition comes with charger, phone case and box. No scratches or cracks .Can be used for sprint or prepaid services. ",1,No delivery INFO!,"Ships from Laurel, MD for $10.99",,"Laurel, MD",10.99,"Laurel, MD",Laurel, MD,5 days 
