,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
37,Firm Price! Brand New Wallet Case for iPhone X or XS,15,2019-11-24 05:03,True,new,7017206091,False,11.36474645482835
38,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,35,2019-11-23 22:38,True,new,7014181278,False,5.919368741228188
39,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,35,2019-11-23 22:38,True,new,7014189427,False,5.919368741228188
40,New BodyGuardz Apple iPhone Xs/X Tempered Glass Screen Protector,35,2019-11-23 22:38,True,new,7014190543,False,5.919368741228188
41,%-_iPHONE /Samsung BUYER!X/Xs'',0,2019-11-23 16:08,True,new,7025961045,False,5.919368741228188
42,Original iPhone chargers,10,2019-11-23 13:58,True,new,7025933907,False,18.544331350715467
43,Cellphone battery pack for iPhone X or Iphone XS,30,2019-11-23 13:07,True,like new,7017024626,False,18.544331350715467
44,BUYRER%% Wan;Ted Phone iPHONE -X-8 Sealed iN BoX.,0,2019-11-23 12:06,True,Unknown,7014643883,False,10.524414242987824
45,Iphone X Att - Black 256 GB - Gently Used,500,2019-11-23 09:45,True,good,7025743855,False,12.026527656315686
46,Apple - iPhone X 256GB - Silver (NEW),700,2019-11-22 22:36,True,Unknown,7014245641,False,12.12631917530565
47,"iPhone X 256GB , UnLocked",580,2019-11-22 22:31,True,excellent,7011042103,False,2.22786771072064
48,AT&T iPhone X,300,2019-11-22 19:02,True,Unknown,7021001869,False,21.942059386855483
49,iPhone X 64gb,475,2019-11-22 17:14,True,Unknown,7025415664,False,5.585629338335542
50,iPhone X - Sprint,375,2019-11-22 13:25,True,Unknown,7025272880,False,18.544331350715467
51,"X-buy Iphone 11 MAX,PLUS wants@ MACBO_OK*& XS 512GB MA@X.<:",0,2019-11-22 12:54,True,good,7025177821,False,16.87822244149898
52,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 12:29,True,Unknown,7022029118,False,9.333879685355683
53,New iPhone X 256 GB,600,2019-11-22 12:05,True,new,7025210512,False,12.12631917530565
54,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 12:02,True,Unknown,7022029098,False,9.333879685355683
55,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,15,2019-11-22 11:18,True,new,7020795575,False,11.36474645482835
56,iPhone X 64GB AT&T,400,2019-11-22 10:47,True,excellent,7025146552,False,20.91020898145237
57,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 09:15,True,Unknown,7022704626,False,10.658264005575704
58,X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 09:07,True,Unknown,7022704595,False,10.658264005575704
59,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 08:54,True,Unknown,7022690833,False,10.658264005575704
60,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 08:45,True,Unknown,7022690948,False,10.658264005575704
61,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,15,2019-11-22 08:43,True,new,7011404455,False,11.36474645482835
62,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-22 08:33,True,Unknown,7022690904,False,10.658264005575704
63,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 07:26,True,Unknown,7021249825,False,10.658264005575704
64,v X--PASS code IPHONE TOP bUyeR%# CASSH4:'.GALAXY:,0,2019-11-22 07:26,True,Unknown,7021249757,False,10.658264005575704
65,iPhone **X 64GB (Mint **!!~**Condition ) original*==>>200 accessories,0,2019-11-22 06:48,True,Unknown,7024896818,False,6.984096224975709
66,GREAT**!!~** Condition'/ iPhone X 64gb **!!~**'/ Phone works 100,220,2019-11-22 06:15,True,Unknown,7024897242,False,6.984096224975709
67,iPhone X Silver 256GB Unlocked all original parts and fully functional,407,2019-11-22 06:03,True,like new,7024896997,True,23.247891137309747
68,iPhone X 256 GB T-Mobile,650,2019-11-21 19:36,True,excellent,7024806415,False,18.812958613470965
69,Iphone X 256 Verizon unlocked,525,2019-11-21 18:12,False,excellent,7024776401,False,13.058698165001628
70,IPhone X Case Game Console Play Gameboy Tetris,10,2019-11-21 17:20,True,new,7019410343,False,13.058698165001628
71,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,0,2019-11-21 14:43,True,Unknown,7023223708,False,9.333879685355683
72,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,0,2019-11-21 14:43,True,Unknown,7023223812,False,9.333879685355683
73,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,0,2019-11-21 14:10,True,Unknown,7021851571,False,9.333879685355683
74,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,0,2019-11-21 13:41,True,Unknown,7021851485,False,9.333879685355683
75,CALL NOW~!@ BUY IPHONE 7plus 8plus X XS max !~,0,2019-11-21 12:57,True,Unknown,7021851539,False,9.333879685355683
76,FIRM PRICE! NO Offers. Brand New Premium Case for iPhone X or XS,15,2019-11-21 11:28,True,new,7020184038,False,11.36474645482835
77,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,15,2019-11-21 10:53,True,new,7015648095,False,11.36474645482835
78,FIRM PRICE! NO Offers. NEW Case for iPhone X or XS,15,2019-11-21 10:49,True,new,7010981108,False,11.36474645482835
79,"*~*~* FAST & RELIABLE REPAIR*~*~* IPHONE 5 6 7 8 X, SAMSUNG, NOTE,IPAD",0,2019-11-21 09:57,True,like new,7019411519,False,13.369987021648157
80,"*~*~* FAST & RELIABLE REPAIR*~*~* IPHONE 5 6 7 8 X, SAMSUNG, NOTE,IPAD",0,2019-11-21 09:26,True,like new,7019410634,False,13.369987021648157
81,Unlocked iPhone X Silver 256gb Clean for Verizon Super HD camera,420,2019-11-21 07:31,True,good,7024280958,True,23.247891137309747
82,JUST%% WE ARE Tbuy MACKBOOK Iphone BuyeR 8+/ X--neded ['YYg,0,2019-11-20 14:59,True,Unknown,7022591264,False,10.658264005575704
83,JUST%% WE ARE Tbuy MACKBOOK Iphone BuyeR 8+/ X--neded ['YYg,0,2019-11-20 14:59,True,Unknown,7022591341,False,10.658264005575704
84,BUY!!iPHONE 8 8 PLUS X 10 7 (BUY GALAXY) S9/S9+@,0,2019-11-20 14:06,True,Unknown,7021834325,False,9.333879685355683
85,FIRM PRICE! Brand New Slim Soft Silicone Case for iPhone X or XS,20,2019-11-20 12:02,True,new,7010362949,False,11.36474645482835
86,NIB Luvvitt Clear iPhone X/XS Case,5,2019-11-20 10:53,True,new,7019510659,True,22.056847557337555
87,iPhone X 256GB Space Gray - unlocked,550,2019-11-20 07:30,True,excellent,7016287681,False,2.22786771072064
88,Like New iPhone X 256GB AppleCare+ (Unlocked),650,2019-11-19 20:05,True,like new,7003945173,False,5.9205764241137
89,Iphone x webuy cash offer,600,2019-11-19 17:51,False,Unknown,7004349382,True,12.714669937550394
90,Apple iPhone X 256 gb Unlocked black,575,2019-11-19 14:58,False,like new,7023370309,True,6.1423166155169335
91,In perfect condition////Unlocked silver 256gb iPhone X%%%%Single owner,400,2019-11-19 14:40,True,excellent,7023296526,True,12.12631917530565
92,iPhone X 256,950,2019-11-19 12:17,False,new,7023266079,True,15.14235475781188
93,iPhone X 256gb,700,2019-11-19 10:21,True,new,7023170691,False,16.71418471316016
94,iPhone X / XR / XS MAX SCREEN REPAIR,0,2019-11-18 11:41,True,Unknown,7022569121,True,12.906395046452085
95,iPhone iPad Galaxy Note Expert Fixing Screens,1,2019-11-26 19:13,True,Unknown,7027850730,False,18.812958613470965
96,Looking to buy iPhone or Galaxy,12345,2019-11-26 18:56,True,Unknown,7020852573,True,6.1423166155169335
97,iPhone iPad Galaxy Note Expert Fixing Screens,1,2019-11-26 18:50,True,Unknown,7027850677,False,18.812958613470965
98,iPhone iPad Galaxy Note Expert Fixing Screens,1,2019-11-26 18:49,True,Unknown,7027850611,False,18.812958613470965
99,I am Paying Top Dollar For Iphone Smartphone & Macbook Laptop W/ Cash,0,2019-11-26 18:05,True,good,7027835327,True,16.87822244149898
100,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",0,2019-11-26 14:23,True,Unknown,7026176345,False,12.374731283630094
101,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",0,2019-11-26 13:48,True,Unknown,7026176321,False,12.374731283630094
102,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",0,2019-11-26 13:38,True,Unknown,7026176312,False,12.374731283630094
103,Same Day iPhone Repair / Fix **LOWEST PRICES IN THE CITY**,0,2019-11-26 10:34,True,Unknown,7027540533,True,12.687232062916744
104,iPhone / Samsung cracked Screen Technician,2,2019-11-26 10:35,True,Unknown,7027552394,True,18.812958613470965
105,Same Day iPhone Repair / Fix **LOWEST PRICES IN THE CITY**,0,2019-11-26 10:28,True,Unknown,7027540483,True,12.687232062916744
106,Same Day iPhone Repair / Fix **LOWEST PRICES IN THE CITY**,0,2019-11-26 10:24,True,Unknown,7027540506,True,12.687232062916744
107,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",0,2019-11-26 08:59,True,Unknown,7020057221,False,11.344987515936785
108,Mint Glass Protector / firm on price,0,2019-11-26 08:36,True,Unknown,7027440367,False,12.687232062916744
109,Mint Glass Protector / firm on price,0,2019-11-26 08:36,True,Unknown,7027440421,False,12.687232062916744
110,Mint Glass Protector / firm on price,0,2019-11-26 08:32,True,Unknown,7027440420,False,12.687232062916744
111,">Iphone plus, pro,max 2/3/4/Mini/Ipad Air Repair(",0,2019-11-26 08:16,True,Unknown,7020057254,False,11.344987515936785
112,10000mAh Universal Portable Power Bank Qi Wireless Charger for iPhone,30,2019-11-26 08:05,True,new,7020895449,False,19.85258401851251
113,New  Wireless Bluetooth Keyboard x Laptop,15,2019-11-25 16:19,True,new,7027147262,False,10.246047191510852
114,"Samsung Gear S2 smart watch, galaxy iPhone compatible, men/women",80,2019-11-25 16:04,True,like new,7008462586,False,20.777976551648994
115,********LIKE NEW MOPHIE JUICE PACK HELIUM IPHONE 5/5S********,75,2019-11-25 14:26,True,like new,7025731716,False,14.849251339555515
116,maCboook WAAAAntEED iPHONE 7PLUS,0,2019-11-25 10:05,True,like new,7025646310,True,12.687232062916744
117,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 19:28,True,Unknown,7026608810,False,1245.247032431583
118,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 17:41,True,Unknown,7026569983,False,1245.247032431583
119,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 17:10,True,Unknown,7026556882,False,1245.247032431583
120,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 16:02,True,Unknown,7026526101,False,1245.247032431583
121,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 15:23,True,Unknown,7026506652,False,1245.247032431583
122,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 13:57,True,Unknown,7026459290,False,1245.247032431583
123,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-24 13:39,True,Unknown,7026448601,False,1245.247032431583
124,Sell Iphone Call Us nOw - Buy Iphone,0,2019-11-23 19:57,True,excellent,7026083105,True,14.759649055591936
125,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-23 17:03,True,Unknown,7026034235,False,1245.247032431583
126,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-23 16:36,True,Unknown,7026022840,False,1245.247032431583
127,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-23 14:37,True,Unknown,7025963750,False,1245.247032431583
128,iPhone iCloud Lock Bypass,49,2019-11-22 17:08,True,Unknown,7025350939,False,12.12631917530565
129,Apple iPhone 1 - 8GB Black & Silver 2G AT&T GSM/EDGE,95,2019-11-22 15:52,True,excellent,7025371983,False,14.37831245773691
130,"Apple iPhone XR 64GB, excellent condition, like new",450,2019-11-22 13:18,True,like new,7025267542,True,24.74078410915116
131,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,9999,2019-11-22 11:16,True,Unknown,7025174343,False,7.893485586560033
132,Fastest turn-around & I PH ONE RE-PAIR & Easy Decision!!!,0,2019-11-21 10:18,True,Unknown,7022712057,True,12.687232062916744
133,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,12345,2019-11-21 08:56,True,Unknown,7024403798,True,14.573822163862479
134,Cell Phone iPhone Galaxy iPad Repair Service in San Diego near you,1,2019-11-21 08:39,True,new,7024389345,True,6.120917797571515
135,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,999,2019-11-19 22:10,True,Unknown,7023552157,True,9.333879685355683
136,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,0,2019-11-19 21:48,True,Unknown,7023548204,True,9.333879685355683
137,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,0,2019-11-19 21:44,True,Unknown,7023547436,True,12.687232062916744
138,Iphone 6 / 16GB / Rose-Gold / Verizon,100,2019-11-19 13:56,True,excellent,7023339752,False,16.447144710047695
139,iHome Speakers for iPhone iPod Bongiovi DPS Chargin Dock Power Adapter,35,2019-11-19 12:18,True,excellent,7008259653,True,7.061859825900856
140,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 19:08,True,Unknown,7022159374,False,1245.247032431583
141,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 18:18,True,Unknown,7022140759,False,1245.247032431583
142,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 17:26,True,Unknown,7022119424,False,1245.247032431583
143,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 15:14,True,Unknown,7022057306,False,1245.247032431583
144,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 14:32,True,Unknown,7022034781,False,1245.247032431583
145,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 13:12,True,Unknown,7021987278,False,1245.247032431583
146,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 11:52,True,Unknown,7021934247,False,1245.247032431583
147,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 11:07,True,Unknown,7021903166,False,1245.247032431583
148,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 10:15,True,Unknown,7021868312,False,1245.247032431583
149,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 18:34,True,Unknown,7021608531,False,1245.247032431583
150,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 17:33,True,Unknown,7021587002,False,1245.247032431583
151,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 15:01,True,Unknown,7021516527,False,1245.247032431583
152,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 14:10,True,Unknown,7021486581,False,1245.247032431583
153,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-16 12:02,True,Unknown,7021396436,False,7.893485586560033
154,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 11:45,True,Unknown,7021382963,False,1245.247032431583
155,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 11:00,True,Unknown,7021346592,False,1245.247032431583
156,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-15 15:12,True,Unknown,7020878063,False,7.893485586560033
157,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,9999,2019-11-15 13:06,True,Unknown,7020789936,False,7.893485586560033
158,iOS 13 iPhone Unlock SIM for any iPhone Carrier (Financed/Contract OK),35,2019-11-14 18:07,True,Unknown,7020311696,False,2272.9448774930606
159,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-14 08:31,True,like new,7019914154,False,6.119242284165598
160,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-13 08:26,True,like new,7019256925,False,6.119242284165598
161,iPhone X XS XS MAX Repair,1,2019-10-28 12:14,True,new,7008892302,False,8.38149755343288
162,iPhone X XR Repair,1,2019-10-28 12:08,True,new,7008887228,False,8.38149755343288
163,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-12 08:30,True,like new,7018597157,False,6.119242284165598
164,Sony h.ear on wireless noise canceling headphone MDR-100ABN,90,2019-11-26 14:23,True,like new,7027727970,True,11.344987515936785
165,"JVC KW-V330BT 6.8"" Touch Screen 2 DIN DVD / CD Receiver w/ Bluetooth",119,2019-11-26 10:24,True,good,7027556447,False,13.918907946330398
166,Firm Price! Brand New Backpack with Charging Port & Security Lock,40,2019-11-26 10:21,True,new,7023330002,False,11.36474645482835
167,"JVC KW-V230BT Multimedia Receiver 6.2"" Touch screen Clear Resistive",109,2019-11-26 10:06,True,excellent,7027542312,True,13.918907946330398
168,"BONSAI SUPPLIES, TOOLS, POTS, AND PLANTS/ TREES",0,2019-11-26 09:39,True,Unknown,7024361846,True,12.841688852617906
169,LAX Gadgets Universal Phone Ring Holder Stand 360• NEW OBO,4,2019-11-26 09:35,True,new,7027497281,False,6.1423166155169335
170,Anki Drive Racing Starter Kit Smartphone Controlled Racing,35,2019-11-26 09:31,True,like new,7027513642,True,13.058698165001628
171,"Compact STEREO SYSTEM, Receiver with CD & Speakers",100,2019-11-26 08:22,True,excellent,7015183594,False,21.918932163338756
172,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-11 08:25,True,like new,7017906591,False,6.119242284165598
173,"Mid 2016 MacBook Pro 13” TouchBar,  512GB SSD, Apple Care until 6/2020, Final ",1100,2019-11-25 21:55,True,Unknown,7017167176,False,44.72772233058197
174,"Mid 2015 MacBook Pro 15”, 512 SSD, AMD Radeon R9 M370X Graphics Card, Final Cu",1100,2019-11-25 21:55,True,Unknown,7017168883,False,44.72772233058197
175,"New Hack Surfboard ""Runner"" 6'4 w/5 Fin Future Setup",500,2019-11-25 18:43,True,new,7022796781,False,23.542766263304078
176,"5'10 Hack Surfboard ""Runner"" 5 Fin",500,2019-11-25 18:43,True,new,7022797488,False,23.542766263304078
177,"New! 6'8 Hack ""Roller"" 5 Fin Diamond Tail",560,2019-11-25 18:43,True,new,7022798202,False,23.542766263304078
178,"NEW! 6'1 Hack ""Scrapper"" 5-Fin Squash Tail",500,2019-11-25 18:43,True,new,7023926608,False,23.542766263304078
179,Camp Chef Woodwind SG 24 Pellet Grill Smoker w/ Searbox Traeger,600,2019-11-25 16:46,True,new,7023167787,True,70.47462016661368
180,Firm Price! Brand New Backpack with Charging Port & Security Lock,40,2019-11-25 16:43,True,new,7022686779,False,11.36474645482835
181,Bretford PowerSync Portable Charging Cart TL357LL/C for Apple iPods,300,2019-11-25 15:56,True,excellent,7027160324,False,8.38149755343288
182,"5'10"" JS Surfboard (not Lost, Channel Islands, Al Merrick, Rusty",265,2019-11-25 09:53,True,excellent,7023677040,True,14.849251339555515
183,5-9 Watermark Hollywood - Great Condition,200,2019-11-25 08:45,True,Unknown,7015990911,True,23.402268184032845
184,"Sony Xperia Z Android Tablet 10.1""",250,2019-11-25 08:14,True,new,7014066736,True,16.71418471316016
185,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 18:15,True,Unknown,7017655191,False,1245.247032431583
186,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 17:42,True,Unknown,7017640938,False,1245.247032431583
187,CASH for your LOCKED GALAXY S8 S9 S10 Note 8 or 9,350,2019-11-25 03:14,True,Unknown,7018430476,False,12.374731283630094
188,CASH for your LOCKED GALAXY S8 S9 S10 Note 8 or 9,350,2019-11-25 03:14,True,Unknown,7022233621,False,12.374731283630094
189,*Brand New* Bluedio H-Turbine Wireless Bluetooth 4.1 Headphones,30,2019-11-25 03:01,True,new,7014588859,True,2.22786771072064
190,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 16:08,True,Unknown,7017599202,False,1245.247032431583
191,General Aviation Headsets and 4 Place Intercom,550,2019-11-24 19:25,True,Unknown,7007572304,True,18.58801538381235
192,Lifespan Standing Desk TR-1200 DT-5,900,2019-11-24 19:20,False,excellent,7025267917,True,63.10254035357087
193,Samsung Galaxy SM-R810 42mm Bluetooth WiFi GPS Smartwatch - Rose Gold,260,2019-11-24 15:51,True,new,7007719308,False,13.168556535602395
194,VRG Headset Virtual Reality Glasses for 3D and 360° Videos Movie Game,8,2019-11-24 11:18,True,Unknown,7026358139,False,13.058698165001628
