,Item ID,Title,Price,Condition,Description,Number_of_pictures,Delivery,Shipping,Distance,Ship_Location,Ship_Price,Location,City,State,Time
0,788352762,Samsung Galaxy S8 64Gb active Factory Unlocked Any Carrier,225,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"National City, CA",National City, CA,1 hour 
1,787185403,"Galaxy A20, metro pcs only, brand new, nuevo accesorios originales",159,New (never used),"Samsung Galaxy A20 metro pcsCase and tempered glass screen protector includedTodo nuevo accesorios originalesIncluye case y vidrio templado$159Ignore s7, s8,s9,S10,pixel,I phone,A20, LG, Motorola, Android, j7, Coolpad",5,Local pickup (14 miles away),Ships for $10.99,14.0,,10.99,"San Diego, CA",San Diego, CA,2 days 
2,786901764,Samsung Galaxy S8 plus 64Gb Factory Unlocked Any Carrier,295,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (16 miles away),No shipping INFO!,16.0,,,"Chula Vista, CA",Chula Vista, CA,2 days 
3,786509113,Samsung Galaxy S8 plus,300,Used (normal wear),In near perfect condition GS8+ 64GbComes with original box and accessoriesTmobile version,3,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,3 days 
4,786030491,Samsung Galaxy S8,100,Used (normal wear),Samsung Galaxy S8 64GBScreen Cracked Unlocked ,6,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,4 days 
5,785828207,Samsung Galaxy S8 Plus Unlocked,250,Reconditioned/Certified,*64Gb*Black*Clean IMEI*Excellent Condition(hablo español),2,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,4 days 
6,785333609,Samsung galaxy S8 unlocked,249,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",12,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,5 days 
7,784413488,SAMSUNG GALAXY S8+ PLUS T-Mobile Metro pcs,320,Used (normal wear),SAMSUNG GALAXY S8+ PLUS T-Mobile Metro pcs,4,Local pickup (2 miles away),No shipping INFO!,2.0,,,"San Diego, CA",San Diego, CA,1 week 
8,784154202,Samsung Galaxy s8,300,Used (normal wear),Selling for $300 obo does have some cracks on front and back. Easy fix up for no more then $30-50. ,1,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
9,783976669,Samsung Galaxy s8,300,Used (normal wear),Unlocked Samsung Galaxy s8 64gb ,1,Local pickup (13 miles away),No shipping INFO!,13.0,,,"San Diego, CA",San Diego, CA,1 week 
10,788345863,Samsung Galaxy S8 64Gb Factory Unlocked Any Carrier,245,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",3,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,2 hours 
11,788150761,Samsung Galaxy S8Plus any carrier 64GB,260,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierTrusted sellerGreat condition,8,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,9 hours 
12,787652887,Samsung galaxy s8 plus,150,Used (normal wear),Samsung galaxy s8 plus unlocked for any carrier 64 gb has crack on both sides but still works great the screen has no issues 150 OBO,2,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,1 day 
13,787494178,"Samsung Galaxy A10, metro pcs,new all original accessories, nuevo accesorios originales",129,New (never used),"Samsung Galaxy A1032gbNew all original accessoriesNuevo accesorios originalesMetro by TMobile only$129Ignore s7, s8,s9,S10,pixel,I phone,A20, LG, Motorola, Android, j7, Coolpad",9,Local pickup (15 miles away),Ships for $10.99,15.0,,10.99,"San Diego, CA",San Diego, CA,1 day 
14,786551295,Samsung Galaxy S8 Active 64GB No issues • Unlocked for any carrier • Charger • Warranty • Hablo español,229.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,3 days 
15,785347968,Samsung Galaxy s8 Active,250,Open box (never used),"Factory Reset Galaxy s8 ActiveT MobileComes with: Screen Protector, Case, Phone Charger",6,Local pickup (24 miles away),No shipping INFO!,24.0,,,"Chula Vista, CA",Chula Vista, CA,5 days 
16,784571252,Samsung Galaxy s8 T-Mobile + Unlocked,270,Used (normal wear),"Samsung Galaxy S8 smartphone in great condition. Originally from T-Mobile but it has been unlocked for GSM global carriers (AT&T, Telcel, etc.).Great condition, almost like new. Only phone included. Factory reset.Open to offers but No lowballers.Tags: cell, cellphone, phone, S-8, S 8, tmobile, ATT, MovistarCondition: Great,  almost Like new",4,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
17,784132550,Samsung Galaxy s8+ factory unlocked,300,Used (normal wear),Samsung Galaxy s8+ factory unlocked Verizon T-Mobile AT&T Metro Cricket Sprint Boost $300,2,Local pickup (23 miles away),No shipping INFO!,23.0,,,"San Marcos, CA",San Marcos, CA,1 week 
18,783818502,Samsung galaxy S8 unlocked - excellent condition,249,Used (normal wear),"Mint Condition Works With any AT&T , Tmobile, Verizon, Cricket, Metro Network and Overseas.We have in stock, iPhone 6 - $150  | iPhone 7 - $249  | iPhone 7 Plus - $349iPhone 8 - $349  | iPhone 8 Plus - $449 Samsung S8 - $249 |   S8 Plus - $349Samsung S9 - $349 |   S9 Plus  - $399Samsung Note 8 - $349  |  Note 9 - $449 Comes with warranty Call us or stop by  Our store address :Payless Wireless6074 EL Cajon Blvd San Diego, CA - 92115",11,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
19,788277840,Samsung Galaxy S8+ (G955U),275,Reconditioned/Certified,"SAMSUNG GALAXY S8+ G955U 64GB FACTORY UNLOCKED ANDROID SMARTPHONE - ORCHID GRAY -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-(-⭐⭐⭐⭐FREE SHIPPING ⭐⭐⭐⭐-) _____________________________________________ (-⭐⭐⭐⭐PRODUCT DESCRIPTION⭐⭐⭐⭐-) _____________________________________________ This Galaxy S8 Plus is in manufacturer refurbished condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Galaxy S8 Plus is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice. _____________________________________________ (-⭐⭐⭐⭐PACKAGE CONTENTS:⭐⭐⭐⭐-) - Galaxy S8 Plus- Lightning USB-C Cable - UL Approved Power Adapter",5,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,5 hours 
20,788085126,Samsung Galaxy S8 plus,180,Used (normal wear),Selling my Samsung Galaxy s8 plus I used it on metro pcs for 3 months till I broke the screen and the back has a little crack on it too. Make an offer ,4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,11 hours 
21,787623636,Unlocked Samsung Galaxy S8,200,Used (normal wear),"Color: Arctic Silver64gbAs seen in the pictures it has a crack on the top of the front screen. When a tempered glass protector is put on it, the crack is barely noticeable. In perfect working condition. It can be taken to you depending on where you are in San Diego or we can meet at a convenient spot for the both of us :)**No charger included**",7,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
22,787620913,Unlocked Samsung Galaxy S8 +,300,Used (normal wear),Color: Orchid Grey 64gbAs you can see it has a crack on the back that has been sealed to prevent further cracking. Can be hidden with a case. The screen has always had a tempered glass protector so it is scratch free. It is in perfect working condition. It can be taken to you depending on where you are in San Diego or we can meet at a convenient spot for the both of us :) **No charger included**,3,Local pickup (20 miles away),No shipping INFO!,20.0,,,"Chula Vista, CA",Chula Vista, CA,1 day 
23,787155578,Samsung Galaxy S8+ Plus Any carrier,270,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierTrusted sellerGreat condition,6,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,2 days 
24,786812941,Samsung Galaxy S8 G950U Factory Unlocked Clean IMEI,260,Used (normal wear),"Great condition, unlocked and clean IMEI. Ready for use all carriers in US. Price is negotiable but low ball will be ignored",2,Local pickup (8 miles away),Ships for $7.49,8.0,,7.49,"San Diego, CA",San Diego, CA,2 days 
25,786454501,Samsung Galaxy S8+ Jet Black,150,Used (normal wear),32GB T MobilePhone is in great condition only minor cracks as seen in the picturesunlocked,3,Local pickup (26 miles away),No shipping INFO!,26.0,,,"San Diego, CA",San Diego, CA,3 days 
26,786126801,Samsung galaxy s8 carrier unlocked (native t-mobile),200,Used (normal wear),"No cracks.  Some minor surface scratches on the screen but nothing you notice while the screen is on, you can scroll through the pics to see. This is a native T mobile phone  but it has been unlocked by the carrier. Spigen clear case and charger included.",6,Local pickup (35 miles away),No shipping INFO!,35.0,,,"Fallbrook, CA",Fallbrook, CA,4 days 
27,784567658,Samsung Galaxy S8 plus unlocked,275,Used (normal wear),Clean imeiPhone onlyScreen had cracks and there is screen burn,2,Local pickup (12 miles away),No shipping INFO!,12.0,,,"San Diego, CA",San Diego, CA,1 week 
28,784401309,Samsung galaxy S8 plus...desbloqueado para cualquier compañia...yo lo tenia con cricket..en exelentes condiciones..,320,Used (normal wear),No esta quebrado ni rayado,4,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
29,784150992,Samsung Galaxy s8,350,Used (normal wear),Selling my s8 for $350 lowest would be $300 if picked up today. It has some cracks on the back and the front. Easy fix up for $30-$50 dollars. Taking $350 obo,1,Local pickup (11 miles away),No shipping INFO!,11.0,,,"San Diego, CA",San Diego, CA,1 week 
30,783956369,Samsung Galaxy S9 plus Any carrier,370,Used (normal wear),Samsung Galaxy S8 plus64GBAny carrierGreat conditionTrusted Seller,9,Local pickup (21 miles away),No shipping INFO!,21.0,,,"San Diego, CA",San Diego, CA,1 week 
31,788283668,Unlocked 64GB gold Samsung Galaxy S8 active holiday bundle deal case box Chargers,230,Used (normal wear),"Great condition Sandy gold Samsung Galaxy S8 active 64GB unlockedThe phone comes with installed screen protector, brand new clear case, complete in box with brand new Chargers, and you get a three month warranty.The phone is clean and ready to use on AT&T Cricket T-Mobile MetroPCS telcel Obama life or International Networks.$230 cash credit debit or trade for other phonesSe habla Español ",2,No delivery INFO!,"Ships from Modesto, CA for $7.49",,"Modesto, CA",7.49,"Modesto, CA",Modesto, CA,5 hours 
32,788275845,Samsung Galaxy S8 (G950U1),250,Reconditioned/Certified,"SAMSUNG GALAXY S8 G950U1 64GB FACTORY UNLOCKED ANDROID SMARTPHONE - BLACK -_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-_-(-⭐⭐⭐⭐FREE SHIPPING⭐⭐⭐⭐-) _____________________________________________ (-⭐⭐⭐⭐PRODUCT DESCRIPTION⭐⭐⭐⭐-) _____________________________________________ This Galaxy S8 is in manufacturer refurbished condition. It is 100% functional and in near perfect cosmetic condition with the possibility of a few light hair marks. It will NOT come in its original packaging but will include a certified cable and UL approved power adapter. Headsets, SIM card and manual are NOT included. This Galaxy S8 is fully functional with all carrier networks. It does not come with a SIM card, you will need to get one from your carrier of choice. _____________________________________________ (-⭐⭐⭐⭐PACKAGE CONTENTS:⭐⭐⭐⭐-) - Galaxy S8 - Lightning USB-C Cable - UL Approved Power Adapter",4,Local pickup (17 miles away),No shipping INFO!,17.0,,,"Chula Vista, CA",Chula Vista, CA,5 hours 
33,788067637,Samsung Galaxy S8,190,Used (normal wear),"Barely used Samsung S8 , 64gig is up for sale.  The phone has a small crack, but does not affect  the phone. Other than the little crack,  phone works great. Please refer to the pictures.......Comes with screen protector and 3 cases. No pet or smoke in the house. ",4,Local pickup (16 miles away),No shipping INFO!,16.0,,,"San Diego, CA",San Diego, CA,11 hours 
34,788157801,42mm Sony smart watch 3 waterproof,150,Used (normal wear),Excellent condition can be paired via Bluetooth with any Samsung galaxy s8 8 9 10 plus edge active note 5 8 9 10 plus LG g6 7 8 v20 30 40 50 Apple iPhone 7 8 plus x xs xr xs max 11 pro max etc so bring your phone to pair it with and try it before you buy it ,4,No delivery INFO!,"Ships from San Jose, CA for $3.29",,"San Jose, CA",3.29,"San Jose, CA",San Jose, CA,9 hours 
35,787448172,Samsung Galaxy s8 Active 64Gb Factory Unlocked,225,Used (normal wear),"Good Battery Life and Clean IMEI, not reported stolen. We offer warranty on all of our devices.All of our phones are used but in great Shape! Factory unlocked which means you can put any Sim Card  with service and it will work.Comes with:House chargerBuy with Confidence ",4,Local pickup (18 miles away),Ships for $3.29,18.0,,3.29,"Chula Vista, CA",Chula Vista, CA,1 day 
36,787112131,Samsung Galaxy S8+,200,Used (normal wear),SM-G955U,4,Local pickup (9 miles away),No shipping INFO!,9.0,,,"San Diego, CA",San Diego, CA,2 days 
37,786542556,"Samsung Galaxy S8 Plus 64GB Like new, no issues • Factory unlocked, works with any carrier • Charger • Hablo español",309.99,Used (normal wear),"• 100% original, not refurbished, no ghost screen, optimal battery, no problems.• Factory unlocked, works with any company, you can do updates.• Charger and data cable.• Warranty.• Sorry no trades or buys.• Serious buyer, safe buy.• San ysidro/Chula Vista/Tijuana",6,Local pickup (18 miles away),No shipping INFO!,18.0,,,"Chula Vista, CA",Chula Vista, CA,3 days 
38,786195319,Samsung galaxy S8 unlocked,240,Used (normal wear),pequeño detalle en pantalla pero ninguna falla en el teléfono.. 64 gb desbloqueado!!!,2,Local pickup (24 miles away),No shipping INFO!,24.0,,,"San Diego, CA",San Diego, CA,4 days 
39,785489897,SAMSUNG GALAXY S8,300,Used (normal wear),Galaxy S8 in like new condition.  Perfect screen with liquid protection.   Verizon unlocked.  Includes Mophie battery Juice Pack protective cover.  ,1,Local pickup (15 miles away),No shipping INFO!,15.0,,,"El Cajon, CA",El Cajon, CA,4 days 
40,785319296,Samsung Galaxy S8 - Unlocked,350,Used (normal wear),Good condition. Comes with box and new charger. ,1,Local pickup (6 miles away),No shipping INFO!,6.0,,,"San Diego, CA",San Diego, CA,5 days 
41,784469364,Samsung galaxy s8+ sprint,350,Used (normal wear),Selling my Samsung S8+ in mint condition comes with home charger,2,Local pickup (10 miles away),No shipping INFO!,10.0,,,"San Diego, CA",San Diego, CA,1 week 
