,Name,Price,postDate,HasImage,Attributes,postID,contactInfo,distance
27,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,9999,2019-11-22 11:16,True,Unknown,7025174343,False,7.893485586560033
28,Premium Windshield Car Phone Mount for Tablet/Phones w/ Adjustable Arm,25,2019-11-22 08:16,True,Unknown,7008191334,True,12.12631917530565
29,Madroots - Sprint Samsung Domestic/Global Unlocks,60,2019-11-21 21:08,False,Unknown,7024830842,True,16.87822244149898
30,SAM4s SPS Electronic Cash Register POS RESTAURANT CONCESSION EQUIPMENT,350,2019-11-21 19:59,True,excellent,7005141833,True,16.71418471316016
31,*NEW* MSI B450 / AMD Ryzen 5 2600X Six-Core Compact Gaming PC + RX 580,700,2019-11-21 18:45,True,new,7011551692,False,8.38149755343288
32,FIRM PRICE! NEW in a Package LED Light USB Type C Charging Cable,10,2019-11-21 11:30,True,new,7020177236,False,11.36474645482835
33,Firm Price! Brand New in a Box Tripod with Bluetooth Remote,30,2019-11-21 10:59,True,new,7015892810,True,11.36474645482835
34,Instant cash for junk cars + free towing!                                       ,1,2019-11-21 10:16,True,Unknown,7024472132,True,0.0
35,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,12345,2019-11-21 08:56,True,Unknown,7024403798,True,14.573822163862479
36,Cell Phone iPhone Galaxy iPad Repair Service in San Diego near you,1,2019-11-21 08:39,True,new,7024389345,True,6.120917797571515
37,Samsung Galaxy S9 Unlocked in new condition.,400,2019-11-20 23:37,True,excellent,7024209001,False,7422.717388308701
38,iPhone 6 16 gb unlocked -  ( other color available ),150,2019-11-20 18:18,True,Unknown,7024134185,True,12.714669937550394
39,Samsung Galaxy S9 Plus Unlocked ( all colors in stock),399,2019-11-20 18:09,True,Unknown,7024130632,True,12.714669937550394
40,Samsung galaxy S8 Unlocked ( all colors in stock ),249,2019-11-20 18:07,True,Unknown,7024129592,True,12.8509699991551
41,iPhone 8 Plus Unlocked ( Mint Condition ),449,2019-11-20 18:01,True,Unknown,7024127076,True,12.714669937550394
42,🔴 GOT A FIRE TV STICK? NEED IT JAILBROKEN? PPV NFL LIFETIME UPDATES!,35,2019-11-20 12:45,True,new,7023941214,True,20.622128445933924
43,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,999,2019-11-19 22:10,True,Unknown,7023552157,True,9.333879685355683
44,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,0,2019-11-19 21:48,True,Unknown,7023548204,True,9.333879685355683
45,▇▇▇ WE iPHONE & SAMSUNG ALL CARRIER NEW /USED @ 619-384-0928,0,2019-11-19 21:44,True,Unknown,7023547436,True,12.687232062916744
46,Brand new Cole Haan Suede Lunar Grand Wingtip size 8,1,2019-11-19 00:05,True,Unknown,7005080101,False,6.1423166155169335
47,BAPE 1st CAMO SHARK SHORTS GREEN,1,2019-11-19 00:04,True,Unknown,7005082495,False,6.1423166155169335
48,*NEW* Intel Core i9-9900k 8-core Workstation / Gaming PC w/ RTX 2060,1700,2019-11-18 20:22,True,new,7005730919,True,8.38149755343288
49,"WTB: CISCO, HP, DELL, ARISTA, JUNIPER, INTEL, EMC & LOTS MORE",0,2019-11-18 18:04,False,Unknown,7022818944,False,19.03804893428996
50,I Buy iPhones and Samsung,777,2019-11-18 13:40,True,Unknown,7022663031,True,6.984096224975709
51,I Buy iPhones and Samsung,777,2019-11-18 13:33,True,Unknown,7022658231,True,6.984096224975709
52,I Pay CASH for SmartPhones & Electronics,345,2019-11-18 12:32,True,Unknown,7022611124,True,14.573822163862479
53,iPhone X / XR / XS MAX SCREEN REPAIR,0,2019-11-18 11:41,True,Unknown,7022569121,True,12.906395046452085
54,"WTB: CISCO, HP, DELL, ARISTA, JUNIPER, INTEL, EMC & LOTS MORE",0,2019-11-18 09:24,False,Unknown,7022448543,False,8.963488239742226
55,"IKOPO Magnetic Phone Car Mount,Strong Magnet Cell Phone Holder Stick O",12,2019-11-17 22:23,True,new,7022206848,False,19.820427149416307
56,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 19:08,True,Unknown,7022159374,False,1245.247032431583
57,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 18:18,True,Unknown,7022140759,False,1245.247032431583
58,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 17:26,True,Unknown,7022119424,False,1245.247032431583
59,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 15:14,True,Unknown,7022057306,False,1245.247032431583
60,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 14:32,True,Unknown,7022034781,False,1245.247032431583
61,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 13:12,True,Unknown,7021987278,False,1245.247032431583
62,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 11:52,True,Unknown,7021934247,False,1245.247032431583
63,21 SPEED FOLDING MOUNTAIN BIKE - NEW - BICICLETA,0,2019-11-17 11:47,True,new,None,False,2.6085850308228817
64,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 11:07,True,Unknown,7021903166,False,1245.247032431583
65,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-17 10:15,True,Unknown,7021868312,False,1245.247032431583
66,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 18:34,True,Unknown,7021608531,False,1245.247032431583
67,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 17:33,True,Unknown,7021587002,False,1245.247032431583
68,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 15:01,True,Unknown,7021516527,False,1245.247032431583
69,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 14:10,True,Unknown,7021486581,False,1245.247032431583
70,"WANTED - WE BUY COMPUTER MEMORY, RAM, CPU, PROCESSORS & MORE!",100000,2019-11-16 14:02,True,Unknown,7021481126,False,2423.2322407196384
71,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-16 12:02,True,Unknown,7021396436,False,7.893485586560033
72,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 11:45,True,Unknown,7021382963,False,1245.247032431583
73,"Cell Phone , Tablet, Computer Repair near You ( Payless Wireless )",0,2019-11-16 11:30,True,Unknown,7021370666,True,12.906395046452085
74,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-16 11:00,True,Unknown,7021346592,False,1245.247032431583
75,"WANTED EMC, DELL, CISCO & OTHER COMPUTER STORAGE ARRAYS, DRIVES & MORE",55000,2019-11-15 19:00,True,Unknown,7020988601,False,7.369217947773994
76,"WTB: HIGH DOLLAR VALUE COMPUTER NETWORKING, DATACOM, TELECOM & MORE!",25000,2019-11-15 16:46,True,Unknown,7020932460,False,2423.2322407196384
77,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-15 15:12,True,Unknown,7020878063,False,7.893485586560033
78,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,9999,2019-11-15 13:06,True,Unknown,7020789936,False,7.893485586560033
79,"WTB: HIGH DOLLAR VALUE COMPUTER NETWORKING, DATACOM, TELECOM & MORE!",25000,2019-11-15 06:57,True,Unknown,7020490251,False,2423.2322407196384
80,Instant cash for junk cars + free towing!                                       ,1,2019-11-14 10:18,True,Unknown,7020004090,True,0.0
81,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-14 08:31,True,like new,7019914154,False,6.119242284165598
82,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-13 08:26,True,like new,7019256925,False,6.119242284165598
83,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-12 08:30,True,like new,7018597157,False,6.119242284165598
84,iPhone 8 Plus Unlocked ( Mint Condition ),499,2019-11-11 18:43,True,Unknown,7018355385,True,12.714669937550394
85,Samsung Galaxy S9 Plus Unlocked ( all colors in stock),449,2019-11-11 18:41,True,Unknown,7018354384,True,12.714669937550394
86,Cell Phone Computer Repair Store ( Payless Wireless ),0,2019-11-11 09:56,True,Unknown,7017988340,True,12.906395046452085
87,"Cell Phone , Tablet, Computer Repair near me ( Payless Wireless )",0,2019-11-11 09:11,True,Unknown,7017947030,True,12.906395046452085
88,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-11-11 08:25,True,like new,7017906591,False,6.119242284165598
89,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 18:15,True,Unknown,7017655191,False,1245.247032431583
90,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 17:42,True,Unknown,7017640938,False,1245.247032431583
91,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-10 16:08,True,Unknown,7017599202,False,1245.247032431583
92,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 17:56,True,Unknown,7017115441,False,1245.247032431583
93,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 17:29,True,Unknown,7017105767,False,1245.247032431583
94,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 16:11,True,Unknown,7017072096,False,1245.247032431583
95,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-09 15:23,True,Unknown,7017049062,False,1245.247032431583
96,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-08 13:50,True,Unknown,7016351182,False,7.893485586560033
97,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-08 13:41,True,Unknown,7016344306,False,7.893485586560033
98,Instant cash for junk cars + free towing!                                       ,1,2019-11-07 10:16,True,Unknown,7015508228,True,0.0
99,WTB: COMPUTER NETWORKING SERVERS SWITCHES ROUTERS DRIVES MEMORY & MORE,0,2019-11-07 05:34,True,Unknown,7015298391,False,9.2212413493773
100,"Cell Phone , Tablet, Computer Repair near me ( Payless Wireless )",0,2019-11-06 18:52,True,Unknown,7015179085,True,12.906395046452085
101,iPhone Repair Near me ( Payless Wireless ),0,2019-11-04 10:17,True,Unknown,7013453792,True,12.714669937550394
102,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 19:30,True,Unknown,7013092770,False,1245.247032431583
103,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 18:34,True,Unknown,7013072866,False,1245.247032431583
104,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 17:42,True,Unknown,7013050841,False,1245.247032431583
105,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,900,2019-11-03 17:07,True,Unknown,7013034252,False,1245.247032431583
106,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-03 12:02,True,Unknown,7012859790,False,7.893485586560033
107,"WANTED>  MICROSOFT SOFTWARE OFFICE, WINDOWS & SERVER & LOTS MORE!",10000,2019-11-01 21:14,True,Unknown,7011898731,False,8.464897406228197
108,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:31,True,Unknown,7011749518,False,7.893485586560033
109,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:29,True,Unknown,7011747832,False,7.893485586560033
110,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-11-01 15:09,True,Unknown,7011734674,False,7.893485586560033
111,🔥#1 AMAZON FIRESTICK JAILBROKE ENGLISH SPANISH PINOY CANELO FIGHT NFL,80,2019-11-01 14:59,True,new,7011727395,True,20.68668140673869
112,"WTB: COMPUTER NETWORKING, SERVERS, DATA STORAGE, MEMORY, TELECOM &MORE",25000,2019-11-01 04:56,True,Unknown,7011273193,False,2423.2322407196384
113,Instant cash for junk cars + free towing!                                       ,1,2019-10-31 10:16,True,Unknown,7010870580,True,0.0
114,iPhone XR Screen Replacement,129,2019-10-30 12:33,True,Unknown,7010322423,True,12.714669937550394
115,iPhone XR Screen repair ( Payless Wireless ),129,2019-10-30 10:43,True,Unknown,7010226558,True,12.714669937550394
116,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,1090,2019-10-29 11:01,True,Unknown,7009116726,False,0.0
117,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,1090,2019-10-28 17:30,True,Unknown,7009117937,False,0.0
118,I Buy iPhones and Samsung,777,2019-10-28 16:22,True,Unknown,7009080289,True,6.984096224975709
119,I Buy iPhones and Samsung,777,2019-10-28 16:21,True,Unknown,7009079360,True,6.984096224975709
120,💗Cheapest in Town iPhone & Samsung Screen Repair & Used Phones Sell💗,25,2019-10-28 12:17,True,like new,7008895220,False,6.119242284165598
121,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,12345,2019-10-28 09:28,True,Unknown,7008736043,True,14.573822163862479
122,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-10-26 15:09,True,Unknown,7007787739,False,7.893485586560033
123,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-10-25 18:06,True,Unknown,7007230225,False,7.893485586560033
124,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,999,2019-10-25 11:50,True,Unknown,7006972304,False,7.893485586560033
125,▇ ▇CA$H PAID 4 IPHONE IPAD MACBOOK GALAXY ▇ ▇ CASH NOW ▇ ▇ $ ▇ ▇,9999,2019-10-25 11:37,True,Unknown,7006960537,False,7.893485586560033
126,WE BUY IT EQUIPMENT. COMPUTER SERVERS/NETWORKING/TELECOM & MORE....,25000,2019-10-25 06:34,False,Unknown,7006693490,False,5.613766943946475
127,Iphone - Iphone Buy - Iphone Sell - Iphone Top Buyer - Sell Iphone,12345,2019-10-24 13:05,True,Unknown,7006327983,True,14.573822163862479
128,Instant cash for junk cars + free towing!                                       ,1,2019-10-24 10:16,True,Unknown,7006180838,True,0.0
129,"WTB: CISCO ASR1001, ASR1002, ASR1004, ASR1006, ASR1009 NEXUS & MORE!",25000,2019-10-24 07:01,False,Unknown,7006008331,False,8.99892542695783
